svace_severity,svace_checker,file,svace_line,class_name,anchor_status,status,state,verdict_kind,red_verified,green_verified,prove_attempts,test_path,pr_title,verdict_text
Major,DEREF_OF_NULL.RET.LIB,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,72.0,ProfileUploadRetrieval,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,Fix potential NPE from File.listFiles() returning null,"The checker flags secretDirectory.toPath() because File.getParentFile() is documented to return null when a pathname lacks a parent directory. However, catPicturesDirectory is initialized with a hardcoded absolute path (/PathTraversal/cats), which guarantees that two successive calls to getParentFil"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,101.0,ProfileUploadRetrieval,exact,verified,pr_rejected,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,PR rejected,CONFIRMED by execution — JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java` on JDK 25 goes red before the change and green after — but NOT proposed upstream. WebGoat is an intentionally vulnerable training application; this code resides in a le
Major,DEREF_OF_NULL.RET.LIB,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,117.0,ProfileUploadRetrieval,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,Fix NPE when listing files in ProfileUploadRetrieval,"The checker claims an unchecked dereference of a library return value, but line 117 passes the result of catPicture.getParentFile().listFiles() directly as an argument to StringUtils.arrayToCommaDelimitedString(). No method call or field access follows listFiles() in this code, so there is no actual"
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java,118.0,ProfileUploadRetrieval,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrievalFsmProofTest.java,Fix default charset usage in ProfileUploadRetrieval,"The marker correctly flags that StringUtils.arrayToCommaDelimitedString(...).getBytes() on line 118 omits an explicit charset, causing the NOT_FOUND response body to encode using the JVM platform default. This is a legitimate portability concern, but it cannot be demonstrated as a runtime defect in "
Minor,FB.NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java,58.0,ProfileZipSlip,exact,verified,pr_ready,true-positive,True,True,3,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java,Fix NPE in ProfileZipSlip when original filename is null,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: file.getOriginalFilename() "
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java,67.0,ProfileZipSlip,exact,verified,needs_review,needs-review,True,True,3,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java,Fix ZipSlip vulnerability in ProfileZipSlip,"CONFIRMED by execution, but the RESULT IS NOT TRUSTWORTHY AS IT STANDS and a human must look before anything is proposed. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java` on JDK 25 flipped red to green, however: ⚠ FIX SKEPTIC (unknown): skeptic retur"
Major,HANDLE_LEAK,org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java,75.0,ProfileZipSlip,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java,Fix resource leak in ProfileZipSlip.processZipUpload,"The `ZipFile` instance allocated at line 75 is genuinely never closed, as it lacks both try-with-resources syntax and a `finally` block cleanup. Although the lesson deliberately exposes a Zip Slip path-traversal flaw, this resource leak is merely an incidental oversight rather than a teaching object"
Minor,FB.OS_OPEN_STREAM,org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java,75.0,ProfileZipSlip,exact,unprovable,unprovable,unprovable,False,False,2,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java,Fix resource leak in ProfileZipSlip by closing ZipFile and InputStream,"The checker correctly identifies that `new ZipFile(...)` on line 75 is never closed, as the method lacks a `try-with-resources` block or `finally` clause for the `zip` variable. Because `java.util.zip.ZipFile` does not expose a public API to query its closed state or file descriptor usage from outsi"
Minor,FB.PATH_TRAVERSAL_IN,org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java,79.0,ProfileZipSlip,exact,reproduced,fix_failed,true-positive-unfixed,True,False,1,src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java,Fix Zip Slip vulnerability in ProfileZipSlip assignment,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlipFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a human"
Major,TAINTED_PTR.COOKIE,org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java,55.0,SpoofCookieAssignment,no-method,by_design,by_design,by-design,False,False,2,src/test/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignmentFsmProofTest.java,Suppress SVACE taint warning in SpoofCookieAssignment,"Although the marker points to line 55 (a class-level declaration outside any method), the underlying taint flow concerns the `@CookieValue` parameter and the `cookieLoginFlow` method. This WebGoat lesson is deliberately engineered to lack cryptographic signature verification on the `spoof_auth` cook"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java,73.0,SpoofCookieAssignment,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignmentFsmProofTest.java,PROC_USE.VULNERABLE at SpoofCookieAssignment.java:73,"The checker claims a process is launched from externally-controlled data, but line 73 and the surrounding credentialsLoginFlow method contain no process execution APIs such as Runtime.exec() or ProcessBuilder. Instead, line 73 simply invokes EncDec.encode(lowerCasedUsername) to generate a cookie val"
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java,78.0,SpoofCookieAssignment,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignmentFsmProofTest.java,PROC_USE.VULNERABLE at SpoofCookieAssignment.java:78,"The checker alleges a process is launched from externally-controlled data, yet the method `credentialsLoginFlow` contains zero process invocation APIs such as `Runtime.exec` or `ProcessBuilder`. The implementation is strictly limited to string comparisons, `EncDec.encode`, and `HttpServletResponse.a"
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/spoofcookie/encoders/EncDec.java,59.0,EncDec,exact,false_positive,false_positive,false-positive,False,True,2,src/test/java/org/owasp/webgoat/lessons/spoofcookie/encoders/EncDecFsmProofTest.java,Fix default charset usage in EncDec to ensure UTF-8 round-trip,"The marker flags `value.getBytes()` and `new String(decoded)` for relying on the platform default charset, but this is a false positive because the Base64 alphabet acts as an implicit upstream sanitizer. Base64 encoding exclusively produces ASCII characters, which are identically represented across "
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/spoofcookie/encoders/EncDec.java,63.0,EncDec,exact,reproduced,fix_failed,true-positive-unfixed,True,False,2,src/test/java/org/owasp/webgoat/lessons/spoofcookie/encoders/EncDecFsmProofTest.java,Fix default charset dependency in EncDec encoding methods,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/spoofcookie/encoders/EncDecFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a human "
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/spoofcookie/encoders/EncDec.java,67.0,EncDec,unresolved,verified,pr_ready,true-positive,True,True,2,src/test/java/org/owasp/webgoat/lessons/spoofcookie/encoders/EncDecFsmProofTest.java,Fix charset dependency and case preservation in SpoofCookie encoders,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/spoofcookie/encoders/EncDecFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The encode method incorrectl"
Minor,FB.DM_DEFAULT_ENCODING,org/owasp/webgoat/lessons/spoofcookie/encoders/EncDec.java,68.0,EncDec,unresolved,reproduced,fix_failed,true-positive-unfixed,True,False,2,src/test/java/org/owasp/webgoat/lessons/spoofcookie/encoders/EncDecFsmProofTest.java,Fix default charset dependence in EncDec,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/spoofcookie/encoders/EncDecFsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this marker needs a human "
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,39.0,SqlInjectionChallenge,no-method,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java,FB.EI_EXPOSE_REP2 at SqlInjectionChallenge.java:39,"The marker flags the constructor assignment `this.dataSource = dataSource` as exposing a mutable reference, but this is a standard Spring dependency injection pattern. The class is annotated with `@RestController`, meaning Spring's IoC container exclusively instantiates it and injects the `LessonDat"
Normal,HANDLE_LEAK.EXCEPTION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,56.0,SqlInjectionChallenge,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java,Fix resource leak for Statement and ResultSet in SqlInjectionChallenge,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Statement an"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,56.0,SqlInjectionChallenge,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java,Fix JDBC resource leaks in SqlInjectionChallenge,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: JDBC resourc"
Minor,FB.ODR_OPEN_DATABASE_RESOURCE,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,56.0,SqlInjectionChallenge,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java,Fix JDBC resource leaks in SqlInjectionChallenge,"The Connection is acquired inside a try-with-resources statement at line 56, which guarantees that close() is invoked on all execution paths, including those that throw SQLException and fall into the catch block. According to the JDBC specification, closing a Connection automatically closes all Stat"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,57.0,SqlInjectionChallenge,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java,Close JDBC Statement and ResultSet in SqlInjectionChallenge to prevent resource leaks,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Statement an"
Normal,HANDLE_LEAK.EXCEPTION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,63.0,SqlInjectionChallenge,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java,Fix resource leak in SqlInjectionChallenge by closing Statement and ResultSet,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Statement an"
Minor,FB.ODR_OPEN_DATABASE_RESOURCE,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java,63.0,SqlInjectionChallenge,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java,Fix JDBC resource leaks in SqlInjectionChallenge,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: JDBC resourc"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java,23.0,SqlInjectionChallengeLogin,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java,Suppress FB.EI_EXPOSE_REP2 warning in SqlInjectionChallengeLogin,"The FB.EI_EXPOSE_REP2 warning incorrectly treats dataSource as an arbitrary mutable object passed by untrusted code. In this Spring-managed component, LessonDataSource is a framework-injected dependency, and direct assignment in the constructor is the standard, safe pattern for dependency injection."
Major,HANDLE_LEAK,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java,34.0,SqlInjectionChallengeLogin,exact,verified,pr_ready,true-positive,True,True,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java,Fix resource leak in SqlInjectionChallengeLogin,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Prepare"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java,34.0,SqlInjectionChallengeLogin,exact,verified,pr_ready,true-positive,True,True,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java,Fix JDBC resource leak in SqlInjectionChallengeLogin,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Prepare"
Minor,FB.ODR_OPEN_DATABASE_RESOURCE,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java,34.0,SqlInjectionChallengeLogin,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java,Fix JDBC resource leak in SqlInjectionChallengeLogin,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: JDBC Pr"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java,38.0,SqlInjectionChallengeLogin,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java,Fix resource leak in SqlInjectionChallengeLogin by closing PreparedStatement and ResultSet,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLoginFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The Pre"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java,39.0,SqlInjectionLesson6a,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6aFsmProofTest.java,Suppress false positive EI_EXPOSE_REP2 warning in SqlInjectionLesson6a,"The FB.EI_EXPOSE_REP2 warning incorrectly assumes LessonDataSource is a mutable, caller-controlled object that requires defensive copying. In this Spring Boot application, LessonDataSource is a framework-managed dependency injected via the constructor, typically implemented as a thread-safe singleto"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java,28.0,SqlInjectionLesson6b,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java,FB.EI_EXPOSE_REP2 at SqlInjectionLesson6b.java:28,"The marker flags the direct assignment this.dataSource = dataSource in the constructor as a potential encapsulation violation. However, the dataSource field is declared private final and is never exposed via getters or returned to external callers, which completely blocks the intended attack vector "
Minor,PROC_USE.VULNERABLE,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java,34.0,SqlInjectionLesson6b,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java,PROC_USE.VULNERABLE at SqlInjectionLesson6b.java:34,"The checker claims that line 34 launches a process using externally-controlled data, but the completed() method contains no calls to Runtime.exec(), ProcessBuilder, or any OS-level command execution API. The method simply performs a string equality check between the userid_6b request parameter and t"
Normal,HANDLE_LEAK.EXCEPTION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java,47.0,SqlInjectionLesson6b,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java,Fix resource leak by closing Statement on exception in SqlInjectionLesson6b,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The Statement"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java,47.0,SqlInjectionLesson6b,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java,Fix resource leak in SqlInjectionLesson6b by using try-with-resources,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Statement and"
Minor,FB.ODR_OPEN_DATABASE_RESOURCE,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java,47.0,SqlInjectionLesson6b,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java,Fix JDBC resource leak in SqlInjectionLesson6b,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: JDBC Statemen"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java,49.0,SqlInjectionLesson6b,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java,Fix JDBC resource leak in SqlInjectionLesson6b using try-with-resources,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6bFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Statement and"
Minor,FB.EI_EXPOSE_REP,org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionQuiz.java,70.0,SqlInjectionQuiz,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionQuizFsmProofTest.java,Fix defensive copy in SqlInjectionQuiz.getResults(),"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionQuizFsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The getResults() "
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,38.0,SqlInjectionLesson10,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java,FB.EI_EXPOSE_REP2 at SqlInjectionLesson10.java:38,"The assignment `this.dataSource = dataSource;` is safe because `LessonDataSource` is a Spring-managed interface injected by the container at startup, not an untrusted external object. The Spring framework controls its lifecycle and instantiation, so no arbitrary caller can mutate it or retain a dang"
Major,HANDLE_LEAK,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,54.0,SqlInjectionLesson10,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java,Fix resource leak in SqlInjectionLesson10 by using try-with-resources,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Statement"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,54.0,SqlInjectionLesson10,exact,reproduced,fix_failed,true-positive-unfixed,True,False,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java,Fix resource leak by closing Statement and ResultSet,"CONFIRMED as a real defect, but UNFIXED. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java` on JDK 25 fails on the unpatched code, which demonstrates the marker holds. No source-only fix could be produced that made it pass, so this ma"
Minor,FB.ODR_OPEN_DATABASE_RESOURCE,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,54.0,SqlInjectionLesson10,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java,Fix JDBC resource leak in SqlInjectionLesson10,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: JDBC Stat"
Major,HANDLE_LEAK,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,99.0,SqlInjectionLesson10,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java,Fix resource leak in SqlInjectionLesson10.tableExists,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The table"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,99.0,SqlInjectionLesson10,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java,Fix resource leak in SqlInjectionLesson10.tableExists,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The table"
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java,100.0,SqlInjectionLesson10,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java,Fix resource leak in SqlInjectionLesson10.tableExists,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The table"
Minor,FB.EI_EXPOSE_REP2,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java,37.0,SqlInjectionLesson2,exact,false_positive,false_positive,false-positive,False,False,2,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2FsmProofTest.java,Fix EI_EXPOSE_REP2 warning in SqlInjectionLesson2 constructor,"The FB.EI_EXPOSE_REP2 warning incorrectly assumes LessonDataSource is a mutable object whose internal state could be altered by the caller to violate class invariants. In reality, LessonDataSource is an interface extending java.sql.DataSource, which represents a thread-safe connection factory rather"
Major,HANDLE_LEAK,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java,48.0,SqlInjectionLesson2,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2FsmProofTest.java,Fix resource leak in SqlInjectionLesson2 by closing Statement and ResultSet,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: Statement "
Minor,FB.OBL_UNSATISFIED_OBLIGATION,org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java,48.0,SqlInjectionLesson2,exact,verified,pr_ready,true-positive,True,True,1,src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2FsmProofTest.java,Fix resource leak by closing Statement in SqlInjectionLesson2,"CONFIRMED, and fixed. JUnit test `src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2FsmProofTest.java` on JDK 25 fails on the unpatched code and passes after the recorded change, so the marker describes a real defect and the fix addresses it. Root cause: The Statem"
